,Unnamed: 0,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS,jc_similarity,path_similarity,cosine_distance
2508,2811,HEAVEN,hell,639.7096774,644.7741934999999,31,31,1,1,4,470.82,4.38,16.0,1700.0,NN|minor,antonym,0.45399999999999996,0.57,0.167937688,6.687633081,56.61,3.46,6.0,3.0,9664.0,1932.8,NN,0.10190005754673497,0.3333333333333333,0.7825065702199936
2509,2812,HEAVEN,dust,649.03125,664.7096774,32,31,3,0,4,23.84,3.09,10.0,1797.33,NN|VB,,,,0.076900316,0.167062298,56.61,3.46,6.0,3.0,9664.0,1932.8,NN,0.05434242608658541,0.1,0.9818113036453724
2510,2813,HEAVY,calm,734.6785714,756.2142857000001,28,28,4,0,4,89.04,3.66,4.0,1657.33,JJ|NN|VB,,,,0.008064166,0.0,5.0,47.29,3.38,2.0,3956.0,989.0,JJ|NN|RB,NA,0.07142857142857142,0.983509186655283
2511,2814,HEAVY,weight,623.2,559.4375,30,32,2,1,6,36.27,3.27,3.0,484.6,NN|VB,fpa,0.10400000000000001,0.38,0.176896895,0.638508803,5.0,47.29,3.38,2.0,3956.0,989.0,JJ|NN|RB,0.051455739783293805,0.07692307692307693,0.8866329118609428
2512,2815,HEDGE,repeat,716.4333333,649.1935484,30,31,4,0,6,33.02,3.23,3.0,2575.0,VB|NN,,,,0.140709072,0.099364366,5.0,1.55,1.9,2.0,7583.0,1895.75,NN|VB,0.05434045749319575,0.0625,0.9776076171547174
2513,2816,HEDGE,clipper,697.2580644999999,718.8275862,31,29,2,1,7,1.16,1.78,5.0,2030.67,NN,instrument,0.047,0.06,0.016164354,0.8188871409999999,5.0,1.55,1.9,2.0,7583.0,1895.75,NN|VB,0.04403334046748126,0.09090909090909091,0.9645200110971928
2514,2817,HEEL,crash,680.4666667,641.7272727000001,30,33,4,0,5,28.65,3.16,5.0,1663.25,NN|VB,,,,0.038812598,0.16316061699999998,4.0,7.39,2.58,7.0,4353.0,1451.0,NN,0.046110632027452275,0.05555555555555555,0.9715686663985252
2515,2818,HEEL,toe,595.53125,646.2333332999999,32,30,2,1,3,12.69,2.81,17.0,756.0,NN|VB,category,0.196,0.67,0.136345802,16.78914485,4.0,7.39,2.58,7.0,4353.0,1451.0,NN,0.04979223175386403,0.0625,0.8758247420191765
2516,2819,HEIGHT,length,666.0322581,660.3225806,31,31,2,1,6,7.02,2.56,0.0,2500.4,NN,antonym,0.03,0.56,0.46108319799999997,1.330502316,6.0,9.33,2.68,1.0,3688.0,737.6,NN,0.19504101341844196,0.3333333333333333,0.8255473524332047
2517,2820,HEIGHT,annoy,754.2142857000001,776.76,28,25,4,0,5,2.51,2.11,0.0,1196.75,VB,,,,0.066249893,0.072823216,6.0,9.33,2.68,1.0,3688.0,737.6,NN,NA,0.1,0.9622348472476006
2518,2821,HEIGHTS,mountains,751.21875,764.8333332999999,32,30,2,1,9,18.65,2.98,1.0,2382.5,NN,perceptual property,0.08800000000000001,0.17,0.0,0.404785977,7.0,7.37,2.58,1.0,4694.0,782.33,NN,0.06510770053471251,0.125,0.9884491246193647
2519,2822,HEIGHTS,rug,719.5806452,884.3666667000001,31,30,4,0,3,10.41,2.73,14.0,490.5,NN,,,,0.073014709,0.45432627700000006,7.0,7.37,2.58,1.0,4694.0,782.33,NN,0.061239611236671654,0.1,1.0296040046960115
2520,2825,HELL,devil,644.8,625.1666667000001,30,30,2,1,5,41.33,3.32,0.0,1320.0,NN,script,0.138,0.63,0.10573922599999999,2.403984948,4.0,470.82,4.38,16.0,5100.0,1700.0,NN|minor,0.048306482178116145,0.07692307692307693,0.7493589222431183
2521,2826,HELL,rat,650.2333332999999,630.0645161,30,31,4,0,3,32.61,3.22,19.0,3645.5,NN,,,,0.154495646,0.023174389,4.0,470.82,4.38,16.0,5100.0,1700.0,NN|minor,0.05271925380102639,0.07142857142857142,0.8587035238742828
2522,2827,HELMET,motorcycle,708.125,775.0,32,31,1,1,10,8.92,2.66,0.0,1185.89,NN,bpa,0.258,0.42,0.05431647,4.261076135,9.47,2.68,6.0,0.0,6683.0,1336.6,NN,1e-300,0.07692307692307693,0.7015210390090942
2523,2828,HELMET,shopping,646.1935484,663.5151515,31,33,3,0,8,30.0,3.19,5.0,2197.29,NN|VB,,,,0.008756958,0.131548951,9.47,2.68,6.0,0.0,6683.0,1336.6,NN,0.0422686421067773,0.05,1.022792937234044
2524,2829,HELP,funny,634.59375,599.7666667000001,32,30,4,0,5,218.18,4.05,6.0,696.75,JJ,,,,0.005974956,0.0,4.0,921.12,4.67,7.0,3566.0,1188.67,VB|NN,NA,0.09090909090909091,0.9477212131023407
2525,2830,HELP,need,617.3103447999999,581.59375,29,32,2,1,4,1294.9,4.82,7.0,2543.33,NN|VB,bpa,0.033,0.54,0.396684771,0.259767068,4.0,921.12,4.67,7.0,3566.0,1188.67,VB|NN,0.081239532331688,0.1,0.8625528961420059
2526,2831,HELPER,assistant,671.4516129,655.5333333,31,30,1,1,9,32.22,3.22,0.0,2427.88,NN,synonym,0.22899999999999998,0.17,0.049161965,0.7366865579999999,2.02,2.02,6.0,1.0,11391.0,2278.2,NN,1e+300,1.0,0.8924285620450974
2527,2832,HELPER,shame,665.6206897000001,758.2424242000001,29,33,3,0,5,41.57,3.33,7.0,1281.5,NN|VB,,,,0.00958572,0.0,2.02,2.02,6.0,1.0,11391.0,2278.2,NN,0.06341557546432997,0.09090909090909091,0.995513214264065
2528,2833,HEM,leg,601.78125,675.0344828,32,29,2,1,3,56.51,3.46,12.0,1925.0,NN|VB,unclassified,0.012,0.26,0.061096375,0.337637856,3.0,0.82,1.63,9.0,2760.0,1380.0,NN|VB,0.04840696664797151,0.0625,1.0687961354851723
2529,2834,HEM,brain,629.4516129,674.90625,31,32,4,0,5,77.02,3.59,6.0,2874.75,NN,,,,0.0,0.023364549,3.0,0.82,1.63,9.0,2760.0,1380.0,NN|VB,0.04577278558811933,0.06666666666666667,0.9612989947199821
2530,2837,HERB,success,623.9032258,693.3870968,31,31,4,0,7,27.25,3.14,0.0,1536.67,NN,,,,0.054570697,0.057253128,4.0,4.98,2.41,5.0,8173.0,2724.33,NN,0.06372903146572793,0.07142857142857142,0.9901611609384418
2531,2838,HERB,garden,659.78125,713.9677419,32,31,2,1,6,26.55,3.13,2.0,2124.8,NN|VB,fpa,0.06,0.3,0.157841799,3.71353424,4.0,4.98,2.41,5.0,8173.0,2724.33,NN,0.06932967593644711,0.07692307692307693,0.7883177250623703
2532,2839,HERD,buffalo,731.3125,625.5483871,32,31,2,1,7,11.9,2.78,0.0,1001.17,NN,script,0.069,0.68,0.128119915,2.474293085,4.0,7.06,2.56,9.0,8539.0,2846.33,NN|VB,0.04394172431920461,0.045454545454545456,0.797355055809021
2533,2840,HERD,greed,650.4285714,738.3103447999999,28,29,4,0,5,4.8,2.39,6.0,2661.25,NN,,,,0.09973203,0.105850728,4.0,7.06,2.56,9.0,8539.0,2846.33,NN|VB,0.045166466644630546,0.09090909090909091,0.9689677413553
2534,2841,HERE,there,672.4193548,648.6428571,31,28,1,1,5,4348.12,5.35,3.0,3444.0,minor|RB,antonym,0.632,0.66,0.5145320870000001,0.135063441,4525.25,5.36,4.0,8.0,12453.0,4151.0,RB|NN,NA,0.3333333333333333,0.8650309145450592
2535,2842,HERE,enlarge,814.3793102999999,719.6428571,29,28,3,0,7,0.88,1.66,0.0,1740.17,VB,,,,0.026866174,0.12870592,4525.25,5.36,4.0,8.0,12453.0,4151.0,RB|NN,NA,0.1111111111111111,0.8746467232704163
2536,2843,HERO,superman,723.9677419,745.0645161,31,31,1,1,8,12.22,2.8,0.0,2119.43,NN,script,0.16699999999999998,0.12,0.018321143999999998,1.03133311,49.84,3.41,4.0,6.0,10054.0,3351.33,NN,1e-300,0.3333333333333333,0.8422804921865463
2537,2844,HERO,toe,676.0666667,701.7333332999999,30,30,3,0,3,12.69,2.81,17.0,756.0,NN|VB,,,,0.055839655999999994,0.075784531,49.84,3.41,4.0,6.0,10054.0,3351.33,NN,0.05526211454868348,0.09090909090909091,1.068289302289486
2538,2845,HEROIN,drugs,613.1818182,631.09375,33,32,2,1,5,48.31,3.39,2.0,412.5,NN|VB,supraordinate,0.125,0.93,0.168275685,6.831953109,6.0,9.82,2.7,2.0,17299.0,3459.8,NN,0.1751136372608372,0.25,0.5252363979816437
2539,2846,HEROIN,abuse,740.4827586,684.0,29,29,4,0,5,10.25,2.72,2.0,1255.75,VB,,,,0.064190857,0.071471226,6.0,9.82,2.7,2.0,17299.0,3459.8,NN,NA,0.0625,0.7581357210874557
2540,2847,HEROINE,strong,616.1290323,611.0,31,30,3,0,6,86.86,3.65,3.0,3184.2,JJ|RB|NN,,,,0.13015094900000002,0.063273176,1.45,1.88,7.0,0.0,19574.0,3262.33,NN,NA,,1.0042953789234161
2541,2848,HEROINE,drug,734.483871,628.3225806,31,31,1,1,4,45.22,3.36,3.0,459.0,NN|VB,supraordinate,0.342,0.01,0.028194282,0.075703623,1.45,1.88,7.0,0.0,19574.0,3262.33,NN,0.05399526651050452,0.07142857142857142,0.9635619483888149
2542,2851,HIDDEN,unusual,758.65625,894.7741935,32,31,3,0,7,23.73,3.08,0.0,1325.67,JJ,,,,0.08216563,0.045342452000000005,21.27,3.04,6.0,1.0,8555.0,1711.0,VB|JJ,NA,,0.9731397572904825
2543,2852,HIDDEN,secret,642.7096774,714.7096774,31,31,1,1,6,109.51,3.75,0.0,2005.0,JJ|NN,synonym,0.12300000000000001,0.45,0.225099949,0.864704824,21.27,3.04,6.0,1.0,8555.0,1711.0,VB|JJ,NA,,0.8132368326187134
2544,2853,HIDE,dinner,647.8387097,597.1290323,31,31,3,0,6,202.67,4.01,2.0,3515.0,NN,,,,0.111297211,0.124464986,69.69,3.55,4.0,10.0,4533.0,1511.0,VB|NN,0.07753350852105399,0.08333333333333333,0.9909428562968969
2545,2854,HIDE,seek,675.516129,698.46875,31,32,1,1,4,18.31,2.97,11.0,988.33,VB,fpa,0.385,0.27,0.156567605,0.382536484,69.69,3.55,4.0,10.0,4533.0,1511.0,VB|NN,0.05857765610257053,0.07142857142857142,0.9598809517920017
2546,2855,HIGH,neutron,856.9285714,1043.25,28,24,3,0,7,1.24,1.81,0.0,1967.17,NN,,,,0.017773043,0.049830824,195.0,4.0,4.0,3.0,2379.0,793.0,JJ|RB|NN,0.04383868652585655,0.0625,0.9281786754727364
2547,2856,HIGH,low,610.3103447999999,668.483871,29,31,1,1,3,59.14,3.48,16.0,1077.5,JJ|NN|RB|VB,antonym,0.655,0.79,0.5051696920000001,0.392812869,195.0,4.0,4.0,3.0,2379.0,793.0,JJ|RB|NN,NA,0.0625,0.6311995387077332
2548,2857,HIGHLIGHT,condom,674.9666667,838.5714286,30,28,3,0,6,5.16,2.42,1.0,2129.2,NN,,,,0.019241301000000002,0.026007343999999998,1.55,1.9,9.0,0.0,6827.0,853.38,VB|NN,0.04434377955317477,0.07142857142857142,1.0074356086552143
2549,2858,HIGHLIGHT,marker,671.3548387,740.1290323,31,31,1,1,6,5.24,2.43,4.0,2395.0,NN,,0.087,0.16,0.085026232,0.057105967,1.55,1.9,9.0,0.0,6827.0,853.38,VB|NN,0.03916960063655994,0.09090909090909091,0.9418239109218121
2550,2859,HIKE,walk,646.6333333,603.28125,30,32,1,1,4,215.86,4.04,5.0,1278.0,NN|VB,category,0.255,0.28,0.32978914,1.069107311,6.53,2.52,4.0,8.0,2074.0,691.33,VB|NN,0.09520348864155684,0.16666666666666666,0.7377687096595764
2551,2860,HIKE,angel,637.375,697.7333332999999,32,30,3,0,5,78.27,3.6,1.0,2586.75,NN,,,,0.017176036999999998,0.032307411,6.53,2.52,4.0,8.0,2074.0,691.33,VB|NN,0.052960809239740295,0.07142857142857142,1.0209538210183382
2552,2861,HIKER,hitchhike,1010.3448279999999,954.7777777999999,29,27,1,1,9,0.94,1.69,0.0,887.5,VB,unclassified,0.21600000000000003,,0.0,2.114468888,0.27,1.18,5.0,2.0,8236.0,2059.0,NN,NA,0.07692307692307693,0.8572115004062653
2553,2862,HIKER,recipe,788.21875,699.2258065000001,32,31,3,0,6,7.61,2.59,1.0,1803.8,NN,,,,0.111094184,0.034624972000000004,0.27,1.18,5.0,2.0,8236.0,2059.0,NN,0.04293818668140079,0.08333333333333333,1.018652381375432
2554,2863,HIKING,boots,574.9,653.8387097,30,31,1,1,5,19.16,2.99,10.0,900.25,NN|VB,fpa,0.207,0.13,0.087407061,3.195686035,2.65,2.13,6.0,4.0,12416.0,2483.2,VB|NN,0.04346513812317296,0.05555555555555555,0.8138265460729599
2555,2864,HIKING,hate,638.6666667000001,738.862069,30,29,3,0,4,214.59,4.04,16.0,3240.33,VB|NN,,,,0.15909558099999999,0.069629904,2.65,2.13,6.0,4.0,12416.0,2483.2,VB|NN,0.047072979402232026,0.06666666666666667,0.9413171038031578
2556,2865,HILL,devil,660.4193548,736.2333332999999,31,30,3,0,5,41.33,3.32,0.0,1320.0,NN,,,,0.074092475,0.033355375,37.55,3.28,4.0,14.0,4135.0,1378.33,NN,0.04844217648594661,0.07692307692307693,0.9292580038309097
2557,2866,HILL,mountain,670.3125,738.71875,32,32,1,1,8,35.39,3.26,1.0,2457.71,NN,category,0.428,0.3,0.42874107200000006,0.883604257,37.55,3.28,4.0,14.0,4135.0,1378.33,NN,0.1901919594246304,0.3333333333333333,0.9622640535235405
2558,2869,HINDSIGHT,foresight,795.1290323,816.5,31,30,1,1,9,0.75,1.59,0.0,1962.75,NN,antonym,0.163,-0.01,0.0,6.358693924,0.9,1.67,9.0,0.0,13485.0,1685.63,NN,1e-300,0.06666666666666667,0.8264540880918503
2559,2870,HINDSIGHT,sting,723.8518518999999,759.6666667000001,27,27,3,0,5,7.02,2.56,6.0,4789.0,NN|VB,,,,0.138300523,0.11811155300000001,0.9,1.67,9.0,0.0,13485.0,1685.63,NN,1e-300,0.09090909090909091,0.9535690173506737
2560,2873,HINT,faint,637.0967742,850.4,31,30,3,0,5,9.27,2.68,5.0,2815.0,JJ|NN|VB,,,,0.088395925,0.049025213,9.2,2.67,4.0,7.0,10999.0,3666.33,NN|VB,0.04949912461489753,0.08333333333333333,0.8822832480072975
2561,2874,HINT,clue,545.6451613,628.6774194,31,31,1,1,4,17.61,2.95,4.0,521.0,NN|VB,synonym,0.344,0.24,0.264365207,1.94458301,9.2,2.67,4.0,7.0,10999.0,3666.33,NN|VB,0.06414271746048132,0.14285714285714285,0.8014775663614273
2562,2875,HIP,bone,628.2580644999999,675.1034482999999,31,29,1,1,4,26.06,3.12,14.0,2548.33,NN|VB,fpa,0.188,0.58,0.199207305,1.07504933,15.41,2.9,3.0,14.0,1612.0,806.0,NN,0.08831248754343933,0.16666666666666666,0.9463428854942322
2563,2876,HIP,cocaine,713.6129032,726.53125,31,32,3,0,7,8.25,2.63,0.0,2502.33,NN,,,,0.025117967,0.043930237000000004,15.41,2.9,3.0,14.0,1612.0,806.0,NN,0.05454197564837774,0.09090909090909091,0.9377558268606663
2564,2877,HISPANIC,spanish,695.0,762.8709677,32,31,1,1,7,22.16,3.05,0.0,1830.33,NN|JJ,unclassified,0.285,0.37,0.297078062,0.133519534,1.25,1.81,8.0,0.0,13065.0,1866.43,JJ,NA,0.0625,0.6690917611122131
2565,2878,HISPANIC,butter,688.0322581,699.2666667000001,31,30,3,0,6,20.43,3.02,11.0,2537.8,NN|VB,,,,0.066685618,0.099809366,1.25,1.81,8.0,0.0,13065.0,1866.43,JJ,NA,0.1,0.9798144977539778
2566,2879,HISTORY,balloon,625.2424242000001,824.5483871,33,31,4,0,7,8.67,2.65,0.0,2076.5,NN|VB,,,,0.044966253,0.035065975,7.0,83.92,3.63,0.0,12164.0,2027.33,NN,0.04832569071851324,0.058823529411764705,0.9891472365707159
2567,2880,HISTORY,war,595.9333333,676.1875,30,32,2,1,3,174.75,3.95,14.0,1814.5,NN|VB,unclassified,0.035,0.29,0.154936217,0.137650368,7.0,83.92,3.63,0.0,12164.0,2027.33,NN,0.06329067084780214,0.1,0.9024093747138977
2568,2881,HITCH,trailer,639.78125,725.0,32,31,2,1,7,11.35,2.76,3.0,2787.83,NN,bpa,0.092,0.38,0.02920234,9.491632301000001,5.0,4.08,2.32,7.0,5019.0,1254.75,NN|VB,0.0467738057247024,0.08333333333333333,0.8018180280923843
2569,2882,HITCH,hug,625.9375,763.8125,32,32,4,0,3,19.33,2.99,15.0,303.5,NN|VB,,,,0.054293452,0.008839513,5.0,4.08,2.32,7.0,5019.0,1254.75,NN|VB,0.04775366520728323,0.07142857142857142,0.9628893248736858
2570,2885,HIVE,rug,610.2758621,669.03125,29,32,3,0,3,10.41,2.73,14.0,490.5,NN,,,,0.014571901000000002,0.041131403,0.98,1.71,4.0,9.0,3860.0,1286.67,NN,0.041003931998332036,0.07142857142857142,0.9837472401559353
2571,2886,HIVE,bee,619.6551724,616.2903226,29,31,1,1,3,10.35,2.72,11.0,864.0,NN,bpa,0.809,0.92,0.101296106,28.08286079,0.98,1.71,4.0,9.0,3860.0,1286.67,NN,0.04152967142062936,0.05555555555555555,0.9043963402509689
2572,2887,HOBO,narrow,652.1,720.8928571,30,28,3,0,6,7.02,2.56,4.0,1559.8,JJ|VB,,,,0.0,0.0,1.78,1.96,4.0,0.0,2317.0,772.33,NN,NA,0.08333333333333333,1.0475362874567509
2573,2888,HOBO,bum,752.2580644999999,726.5517241,31,29,1,1,3,15.43,2.9,11.0,574.0,NN|VB,synonym,0.682,0.09,0.0,16.71230411,1.78,1.96,4.0,0.0,2317.0,772.33,NN,0.05441286925779976,0.125,0.9634281657636166
2574,2889,HOE,doll,629.8571429,694.1612903,28,31,3,0,4,24.76,3.1,11.0,1167.67,NN|VB,,,,0.025721205,0.059099315,0.92,1.68,3.0,12.0,1340.0,670.0,NN|VB,0.051063906496535236,0.14285714285714285,0.9353141412138939
2575,2890,HOE,garden,617.516129,851.2580644999999,31,31,1,1,6,26.55,3.13,2.0,2124.8,NN|VB,instrument,0.285,0.41,0.172572627,0.944405374,0.92,1.68,3.0,12.0,1340.0,670.0,NN|VB,0.04930304506530061,0.07692307692307693,0.9326800927519798
2576,2891,HOLD,grasp,696.2580644999999,685.1071429,31,28,1,1,5,4.57,2.37,1.0,1534.75,VB|NN,synonym,0.10800000000000001,0.43,0.267641572,0.207571599,436.73,4.35,4.0,11.0,2821.0,940.33,VB|NN,0.06495261490494945,0.07692307692307693,0.9252682775259018
2577,2892,HOLD,sticky,751.6451613,833.2258065000001,31,31,3,0,6,5.73,2.47,3.0,2333.8,JJ,,,,0.069395326,0.0,436.73,4.35,4.0,11.0,2821.0,940.33,VB|NN,NA,,0.9501614831387997
2578,2893,HOLE,ground,552.15625,684.0,32,31,1,1,6,72.47,3.57,1.0,1636.8,NN|VB,fpa,0.17300000000000001,0.44,0.061207144000000005,0.358236748,58.22,3.47,4.0,13.0,5908.0,1969.33,NN|VB,0.0777984806526953,0.16666666666666666,0.9683201275765896
2579,2894,HOLE,path,720.7419355000001,757.375,31,32,3,0,4,24.55,3.1,7.0,2200.67,NN,,,,0.076977645,0.05819387,58.22,3.47,4.0,13.0,5908.0,1969.33,NN|VB,0.06325298888635728,0.07692307692307693,0.9561889953911304
2580,2895,HOME,family,693.4193548,647.0,31,32,2,1,6,354.25,4.26,0.0,1144.2,NN,script,0.061,0.35,0.26761638600000004,0.120332704,4.0,774.33,4.6,9.0,4152.0,1384.0,NN|VB|RB,0.06789006131346563,0.06666666666666667,0.919236071407795
2581,2896,HOME,talk,665.8333332999999,575.6451613,30,31,4,0,4,855.0,4.64,8.0,1682.33,VB|NN,,,,0.09119282599999999,0.050698648,4.0,774.33,4.6,9.0,4152.0,1384.0,NN|VB|RB,0.0670181225907057,0.06666666666666667,0.9495197273790836
2582,2897,HOMEWORK,father,562.25,618.65625,32,32,3,0,6,554.49,4.45,4.0,2768.6,NN|VB,,,,0.135314394,0.028617465,20.14,3.01,8.0,0.0,7823.0,1117.57,NN,0.053902616510437144,0.05,0.966956403106451
2583,2898,HOMEWORK,study,608.2903226,579.4666667,31,30,1,1,5,49.04,3.4,1.0,1202.75,NN|VB,script,0.159,0.25,0.091800638,0.24204767,20.14,3.01,8.0,0.0,7823.0,1117.57,NN,0.1103546667977227,0.125,0.9081374704837799
2584,2899,HONEST,nail,695.0689655,662.2,29,30,3,0,4,18.65,2.98,11.0,1259.33,NN|VB,,,,0.056223946,0.130173068,72.33,3.57,6.0,0.0,16129.0,3225.8,JJ|minor,NA,,0.9040258377790451
2585,2900,HONEST,truth,638.46875,660.4193548,32,31,1,1,5,192.18,3.99,0.0,1154.25,NN,supraordinate,0.182,0.52,0.153950415,0.898049131,72.33,3.57,6.0,0.0,16129.0,3225.8,JJ|minor,NA,,0.7448117136955261
2586,2901,HONESTY,virtue,784.1851852000001,721.46875,27,32,2,1,6,5.16,2.42,0.0,746.2,NN,supraordinate,0.027000000000000003,0.41,0.099059207,5.901179046,7.0,7.22,2.57,0.0,16831.0,2805.17,NN,0.11640661540603542,0.2,0.8001199662685394
2587,2902,HONESTY,mouse,679.0740741000001,803.78125,27,32,4,0,5,19.12,2.99,7.0,1534.5,NN,,,,0.050078943,0.137910409,7.0,7.22,2.57,0.0,16831.0,2805.17,NN,0.04553441871086086,0.05263157894736842,0.9945239531807601
2588,2903,HONEY,george,854.7666667000001,1017.9629630000001,30,27,3,0,6,146.55,3.87,0.0,1144.8,NN,,,,0.081741352,0.125948444,300.49,4.19,5.0,3.0,8311.0,2077.75,NN,0.05198571341100469,0.06666666666666667,0.7693541496992111
2589,2904,HONEY,sweet,612.6451613,612.5172414,31,29,1,1,5,145.2,3.87,7.0,726.0,JJ|NN,perceptual property,0.451,0.52,0.11788099099999999,3.802935925,300.49,4.19,5.0,3.0,8311.0,2077.75,NN,0.05023936458551776,0.06666666666666667,0.8027375489473343
2590,2905,HONEYMOON,wedding,567.46875,721.4242423999999,32,33,1,1,7,101.43,3.71,3.0,2977.67,NN|VB,script,0.18,0.38,0.037802552,4.2460073860000005,16.2,2.92,9.0,0.0,14949.0,1868.63,NN|VB,0.045361740958376744,0.07142857142857142,0.705608993768692
2591,2906,HONEYMOON,juice,583.6875,683.3125,32,32,3,0,5,26.88,3.14,1.0,1135.0,NN,,,,0.07911396,0.07518258900000001,16.2,2.92,9.0,0.0,14949.0,1868.63,NN|VB,0.04185107781958759,0.06666666666666667,1.0110094835981727
2592,2907,HOOP,hula,917.1666667000002,863.4,18,15,1,1,4,1.96,2.0,2.0,1114.67,NN,bpa,0.23600000000000002,0.19,0.073360378,142.24124790000002,2.69,2.14,4.0,7.0,2871.0,957.0,NN,1e-300,0.05263157894736842,0.8915403112769127
2593,2908,HOOP,success,656.71875,613.2903226,32,31,3,0,7,27.25,3.14,0.0,1536.67,NN,,,,0.047829617000000005,0.056797361,2.69,2.14,4.0,7.0,2871.0,957.0,NN,0.04794513478664791,0.07142857142857142,0.9788174852728844
2594,2909,HOOT,owl,635.84375,627.0,32,31,1,1,3,5.61,2.46,4.0,385.5,NN,,0.456,0.33,0.20582279,25.42508546,2.61,2.13,4.0,12.0,3025.0,1008.33,NN|VB,0.04026274620416125,0.05555555555555555,0.7691124677658081
2595,2910,HOPE,glory,626.15625,628.9666667,32,30,1,1,5,21.49,3.04,0.0,1323.25,NN,unclassified,0.192,0.42,0.139235252,0.647970574,320.63,4.21,4.0,12.0,3608.0,1202.67,NN|VB,0.07154515534564791,0.1111111111111111,0.9358331188559532
2596,2911,HOPE,indian,722.7241379,723.3103447999999,29,29,3,0,6,3.43,2.25,0.0,3030.4,NN|JJ,,,,0.11983673199999999,0.045837245,320.63,4.21,4.0,12.0,3608.0,1202.67,NN|VB,0.057672680723638736,0.07692307692307693,0.9402231983840466
2597,2912,HOPELESS,alright,723.375,710.3,32,30,3,0,7,79.29,3.61,0.0,1265.33,RB,,,,0.294470852,0.1351866,8.94,2.66,8.0,1.0,14818.0,2116.86,JJ,NA,,0.7323088645935059
2598,2913,HOPELESS,homeless,745.8064516,746.9677419,31,31,1,1,8,10.65,2.74,1.0,2194.57,JJ|NN,unclassified,0.099,0.26,0.020509974,0.285830905,8.94,2.66,8.0,1.0,14818.0,2116.86,JJ,NA,,0.8740320205688477
2599,2914,HORN,instrument,698.4,794.483871,30,31,2,1,10,8.1,2.62,0.0,2654.22,NN,supraordinate,0.027000000000000003,0.28,0.062308925999999994,1.419144842,4.0,21.08,3.03,6.0,4421.0,1473.67,NN,0.11292820300174351,0.25,0.9322341606020927
2600,2915,HORN,cards,747.28125,705.3030302999999,32,33,4,0,5,48.02,3.39,8.0,1452.75,NN,,,,0.114644299,0.0,4.0,21.08,3.03,6.0,4421.0,1473.67,NN,0.05287256115203145,0.0625,1.0327579490840435
2601,2916,HORNET,drive,582.9090909,656.28125,33,32,4,0,5,153.14,3.89,1.0,1511.0,NN|VB,,,,0.11661851300000001,0.039905767,6.0,1.33,1.84,2.0,8050.0,1610.0,NN,1e-300,0.05,1.0346763096749783
2602,2917,HORNET,sting,638.4516129,633.9032258,31,31,2,1,5,7.02,2.56,6.0,4789.0,NN|VB,fpa,0.141,0.44,0.083347111,4.7244890580000005,6.0,1.33,1.84,2.0,8050.0,1610.0,NN,1e-300,0.045454545454545456,0.9491921737790108
2603,2918,HORRIBLE,terrible,605.4193548,622.59375,31,32,1,1,8,94.02,3.68,1.0,2714.14,JJ,synonym,0.24,0.72,0.488402599,2.264892803,42.43,3.34,8.0,1.0,12390.0,1770.0,JJ,NA,,0.5446067452430725
2604,2919,HORRIBLE,peanut,758.6,692.2580644999999,30,31,3,0,6,12.35,2.8,0.0,1634.8,NN,,,,0.062067040999999996,0.257758117,42.43,3.34,8.0,1.0,12390.0,1770.0,JJ,NA,,0.9434924982488155
2605,2920,HOST,hostess,717.2903226,892.4333332999998,31,30,1,1,7,3.71,2.28,0.0,2676.5,NN,antonym,0.271,0.2,1.0,18.20544069,15.02,2.88,4.0,7.0,5604.0,1868.0,NN|VB,0.6014864880538816,0.5,0.9202578589320183
2606,2921,HOST,morning,687.6666667000001,657.53125,27,32,3,0,7,439.0,4.35,1.0,2753.83,NN,,,,0.07322311599999999,0.225259915,15.02,2.88,4.0,7.0,5604.0,1868.0,NN|VB,0.05138980974733192,0.09090909090909091,0.9548078514635563
2607,2922,HOSTAGE,prisoner,695.125,710.53125,32,32,2,1,8,23.14,3.07,0.0,2971.71,NN,synonym,0.092,0.14,0.11365189,1.150840364,7.0,14.57,2.87,1.0,9476.0,1579.33,NN,0.3831315173183361,0.5,0.7165921628475189
2608,2923,HOSTAGE,heart,609.0967742,630.65625,31,32,4,0,5,244.18,4.1,2.0,1883.0,NN|VB,,,,0.054498943,0.02156056,7.0,14.57,2.87,1.0,9476.0,1579.33,NN,0.04534344627264368,0.06666666666666667,1.0079056024551392
2609,2924,HOSTESS,days,597.1212121,624.4666667,33,30,3,0,4,305.73,4.19,8.0,397.0,NN,,,,0.152894893,0.0946063,3.71,2.28,7.0,0.0,16059.0,2676.5,NN,0.05182741465496334,0.07692307692307693,1.0577746517956257
2610,2925,HOSTESS,restaurant,662.53125,695.8125,32,32,1,1,10,46.53,3.38,0.0,2878.44,NN,script,0.231,0.21,0.064350832,0.138649195,3.71,2.28,7.0,0.0,16059.0,2676.5,NN,0.05355083104382844,0.09090909090909091,0.9011972025036812
