,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS
3218,JURY,twelve,676.75,672.25,32,32,2,1,6,18.82,2.98,0,867.6,minor|NN,perceptual property,0.029,0.01,0.025377838,0.376490811,4,42.76,3.34,4,2168,722.67,NN
3219,JUST,fair,635.0967742,633.0645161,31,31,1,1,4,94.75,3.68,5,718.67,JJ|NN,synonym,0.175,0.4,0.274312417,0.120314101,4749.14,5.38,4,8,5213,1737.67,RB|JJ|NN
3220,JUST,reptile,850.5666667,818.2666667,30,30,3,0,7,1.41,1.86,0,2534,NN,,,,0.070633548,0.023293613,4749.14,5.38,4,8,5213,1737.67,RB|JJ|NN
3221,JUSTICE,fair,606.8666667,575.25,30,32,2,1,4,94.75,3.68,5,718.67,JJ|NN,unclassified,0.027,0.28,0.0740236,0.236660703,7,37.45,3.28,1,13914,2319,NN
3222,JUSTICE,rose,677.40625,676.28125,32,32,4,0,4,53.02,3.43,18,1673,VB|NN|JJ,,,,0.048434555,0.035320695,7,37.45,3.28,1,13914,2319,NN
3223,JUSTIFY,explain,673.0625,656.9,32,30,2,1,7,111.18,3.75,0,1898.67,VB,synonym,0.078,0.26,0.1634794,0.385532257,7,5.02,2.41,0,10607,1767.83,VB
3224,JUSTIFY,fraternity,836.6,967.9285714,30,28,4,0,10,3.35,2.24,0,2566.22,NN,,,,0.081886324,0,7,5.02,2.41,0,10607,1767.83,VB
3225,JUVENILE,sheets,610.71875,626.2333333,32,30,4,0,6,12.47,2.8,1,1254.8,NN,,,,0.057651837,0,8,5.12,2.42,0,12292,1756,JJ
3226,JUVENILE,immature,707.7666667,678.5,30,30,2,1,8,3.27,2.23,0,1968.43,JJ,synonym,0.02,0.14,0.044563431,2.464381162,8,5.12,2.42,0,12292,1756,JJ
3227,KANGAROO,australia,782.6875,798.40625,32,32,1,1,9,8.43,2.63,0,2153.88,NN,script,0.175,0.43,0.050112524,1.749804271,2.31,2.08,8,0,14164,2023.43,NN
3228,KANGAROO,shallow,742.3,608.5483871,30,31,3,0,7,5.9,2.48,2,1546,JJ|NN,,,,0.021128497,0.015860949,2.31,2.08,8,0,14164,2023.43,NN
3229,KEEP,pimple,809.2857143,798.962963,28,27,4,0,6,1.67,1.93,3,1355.6,NN|VB,,,,0.039629155,0.027969434,4,702.86,4.55,9,2442,814,VB|NN
3230,KEEP,own,754.3,634.84375,30,32,2,1,3,459.2,4.37,2,425.5,JJ|VB,unclassified,0.021,0.38,0.25292787,0.105011064,4,702.86,4.55,9,2442,814,VB|NN
3231,KEEPER,dress,669.6875,576.5666667,32,30,3,0,5,87.2,3.65,3,2749.5,NN|VB,,,,0.137646181,0.152528769,4.08,2.32,6,2,10267,2053.4,NN
3232,KEEPER,zoo,580.6333333,649,30,28,1,1,3,13.65,2.84,7,482.5,NN,bpa,0.101,0.45,0.062852595,2.34072664,4.08,2.32,6,2,10267,2053.4,NN
3233,KETTLE,stove,589,720.3548387,33,31,2,1,5,7.59,2.59,7,1843.25,NN,script,0.032,0.51,0.006616721,2.062502063,6,2.8,2.16,3,6760,1352,NN
3234,KETTLE,dancer,619.59375,702.7575758,32,33,4,0,6,16.29,2.92,5,2641.8,NN,,,,0.006652502,0.048607484,6,2.8,2.16,3,6760,1352,NN
3235,KEY,lock,612.1818182,611.4193548,33,31,1,1,4,56.57,3.46,15,1020,NN|VB,instrument,0.255,0.43,0.098024302,1.162686989,86.86,3.65,3,3,1134,567,JJ|NN|VB
3236,KEY,web,681.9,633.8387097,30,31,3,0,3,9.22,2.67,5,361.5,NN,,,,0.094299407,0.016076746,86.86,3.65,3,3,1134,567,JJ|NN|VB
3237,KEYBOARD,pool,622.0909091,586.5,33,32,3,0,4,46.98,3.38,9,1099.67,NN|VB,,,,0.038962015,0.072358666,1.8,1.97,8,0,5957,851,NN|VB
3238,KEYBOARD,piano,647.9677419,631.7419355,31,31,1,1,5,24.86,3.1,0,1555.75,NN,synonym,0.355,0.13,0.059557964,6.311060148,1.8,1.97,8,0,5957,851,NN|VB
3239,KEYS,chain,592.4666667,786.8275862,30,29,2,1,5,21.22,3.03,1,2619,NN|VB,unclassified,0.013,0.11,0.050127651,0.168126398,4,51,3.42,1,1368,456,NN|VB
3240,KEYS,off,633.2413793,674.5357143,29,28,4,0,3,1179.51,4.78,2,301.5,minor|NN|JJ|VB,,,,0.048585907,0,4,51,3.42,1,1368,456,NN|VB
3241,KID,child,598.5625,749.7741935,32,31,1,1,5,157.65,3.91,3,1091,NN,synonym,0.473,0.07,0.379729824,0.262892268,339.2,4.24,3,8,1272,636,NN|VB
3242,KID,tell,637.4516129,662.0967742,31,31,3,0,4,1724.49,4.94,12,2582,VB|NN,,,,0.074643152,0.129018495,339.2,4.24,3,8,1272,636,NN|VB
3243,KIDNAP,baby,565.46875,663.8709677,32,31,2,1,4,509.37,4.41,1,618.33,NN|VB,unclassified,0.013,0.07,0.060496132,0.725679499,6,6.49,2.52,0,3636,727.2,VB
3244,KIDNAP,holy,684.1290323,729.9,31,30,4,0,4,68.14,3.54,2,1345.33,JJ|NN,,,,0.000935392,0,6,6.49,2.52,0,3636,727.2,VB
3245,KIDNEY,bean,667.7096774,653.8275862,31,29,1,1,4,6.84,2.54,14,2052,NN,fpa,0.212,0.23,0.044482791,6.934162439,9.69,2.69,6,1,3847,769.4,NN
3246,KIDNEY,tag,684.46875,699.7741935,32,31,3,0,3,13.88,2.85,18,1330.5,NN|VB,,,,0.043234305,0.207547377,9.69,2.69,6,1,3847,769.4,NN
3247,KILL,chemistry,672.3030303,677.25,33,32,3,0,9,8.67,2.65,0,1786.88,NN,,,,0.135776317,0.091443683,452.57,4.36,4,13,3475,1158.33,VB|NN
3248,KILL,murder,612.0606061,562.625,33,32,1,1,6,112.1,3.76,0,2220.2,NN|VB,synonym,0.287,0.3,0.16669421,0.566991279,452.57,4.36,4,13,3475,1158.33,VB|NN
3249,KILLER,food,580.03125,572.46875,32,32,3,0,4,154.43,3.9,9,683.67,NN,,,,0.033209654,0.082745246,62.86,3.51,6,4,13053,2610.6,NN
3250,KILLER,murderer,749.5,704.4193548,28,31,1,1,8,26.57,3.13,1,3115,NN,synonym,0.166,0.32,0.055168719,5.427213918,62.86,3.51,6,4,13053,2610.6,NN
3253,KINETIC,onion,685.625,659.3870968,32,31,3,0,5,4.24,2.34,2,3309.5,NN,,,,0.177045405,0.053753582,0.63,1.52,7,0,18019,3003.17,JJ
3254,KINETIC,energy,606.4482759,693.40625,29,32,1,1,6,32.9,3.23,0,2538.8,NN,fpa,0.612,0.66,0.150682528,17.59008952,0.63,1.52,7,0,18019,3003.17,JJ
3255,KING,queen,534,655.7419355,33,31,1,1,5,54.69,3.45,1,1407.75,NN,antonym,0.772,0.77,0.154498757,1.206134119,129.25,3.82,4,8,11240,3746.67,NN
3256,KING,seller,775.9642857,737.7096774,28,31,3,0,6,2.2,2.05,3,2992,NN,,,,0.137823495,0.095245674,129.25,3.82,4,8,11240,3746.67,NN
3257,KITCHEN,island,655.5862069,633.516129,29,31,3,0,6,39.57,3.31,1,2093.6,NN,,,,0.035743937,0,58.31,3.47,7,0,9924,1654,NN
3258,KITCHEN,cook,668,646.09375,31,32,1,1,4,45.57,3.37,11,1209.33,NN|VB,functional property,0.183,0.53,0.108582424,3.212046086,58.31,3.47,7,0,9924,1654,NN
3259,KITTEN,cute,624.9354839,650.4848485,31,33,2,1,4,87.75,3.65,6,1998,JJ|NN,perceptual property,0.022,0.35,0.067235208,6.729339246,6,4.73,2.38,2,11486,2297.2,NN
3260,KITTEN,needle,667.8125,729.5666667,32,30,4,0,6,11.92,2.78,0,2271.6,NN|VB,,,,0.072398177,0.013967748,6,4.73,2.38,2,11486,2297.2,NN
3261,KLEENEX,tissue,618.9032258,730.0967742,31,31,1,1,6,10.73,2.74,0,2074,NN,script,0.421,0.06,0.032275327,38.75361769,1.53,1.9,7,0,11118,1853,NN
3262,KLEENEX,shove,971.1785714,672.1034483,28,29,3,0,5,13.22,2.83,4,1232.75,VB|NN,,,,0.104436531,0.078409132,1.53,1.9,7,0,11118,1853,NN
3267,KNEES,even,653.34375,697.34375,32,32,3,0,4,875.92,4.65,3,2065.67,RB|JJ|NN|VB,,,,0.16042703,0.063335702,25.88,3.12,5,1,7739,1934.75,NN|VB
3268,KNEES,legs,631.6451613,600,31,33,1,1,4,55.59,3.45,8,1374.33,NN|VB,category,0.32,0.55,0,3.56435055,25.88,3.12,5,1,7739,1934.75,NN|VB
3269,KNIFE,fork,629.5483871,612.9375,31,32,1,1,4,8.82,2.65,9,1204.67,NN,category,0.327,0.34,0.094035851,3.55915903,46.8,3.38,5,0,2697,674.25,NN|VB
3270,KNIFE,ski,724,783.5862069,30,29,3,0,3,8.1,2.62,1,318.5,NN|VB,,,,0.015941721,0.012112249,46.8,3.38,5,0,2697,674.25,NN|VB
3271,KNIGHT,armor,678.65625,736.0666667,32,30,1,1,5,7.29,2.57,2,1816.5,NN,script,0.517,0.6,0.076471241,0.807945032,26.76,3.14,6,0,3252,650.4,NN|VB
3272,KNIGHT,throw,617.3636364,680.4666667,33,30,3,0,5,128.82,3.82,2,1100.5,VB|NN,,,,0.069584676,0.05240167,26.76,3.14,6,0,3252,650.4,NN|VB
3273,KNITTING,grandma,731.40625,690.6551724,32,29,2,1,7,45.59,3.37,1,1810.83,NN,script,0.162,0.25,0.068553833,0.511101377,8,2.25,2.06,0,20063,2866.14,VB|NN
3274,KNITTING,leave,636.46875,647.0967742,32,31,4,0,5,560.71,4.46,3,1878.75,VB|NN,,,,0.028661667,0,8,2.25,2.06,0,20063,2866.14,VB|NN
3275,KNOCK,door,589.5806452,664.875,31,32,1,1,4,292.06,4.17,6,1422.67,NN,action,0.466,0.65,0.052288104,2.184994628,64.69,3.52,5,1,2495,623.75,VB|NN
3276,KNOCK,spice,664.8076923,676.5483871,26,31,3,0,5,5.29,2.43,7,1393.5,NN|VB,,,,0.02249906,0.100325546,64.69,3.52,5,1,2495,623.75,VB|NN
3277,KNOT,hoop,700.9642857,701.1612903,28,31,4,0,4,2.69,2.14,7,957,NN,,,,0.111422276,0.199084546,4,3.69,2.28,4,1809,603,NN
3278,KNOT,shoelace,694.3214286,897.4583333,28,24,2,1,8,0.75,1.59,0,1354.86,NN,functional property,0.039,0.16,0.551140768,9.686590369,4,3.69,2.28,4,1809,603,NN
3279,KNOWN,volcano,701.9032258,665.5,31,32,3,0,7,3.33,2.23,0,1288.33,NN,,,,0.064104794,0.050356973,123.53,3.8,5,1,1755,438.75,VB|NN
3280,KNOWN,unknown,623.2580645,695.7096774,31,31,1,1,7,15.18,2.89,0,649.17,JJ|NN,antonym,0.438,0.54,0.005022623,0.130145934,123.53,3.8,5,1,1755,438.75,VB|NN
3281,LAB,experiment,685.5151515,632.59375,33,32,1,1,10,16.2,2.92,0,2326.89,NN,fpa,0.145,0.21,0.097533206,0.771807065,39.61,3.31,3,14,3025,1512.5,NN
3282,LAB,wound,708.8571429,803.5517241,28,29,3,0,5,26.53,3.13,8,1407.75,VB,,,,0.036868808,0.048141558,39.61,3.31,3,14,3025,1512.5,NN
3283,LABEL,tag,662.5454545,624.4516129,33,31,1,1,3,13.88,2.85,18,1330.5,NN|VB,synonym,0.121,0.19,0.089361466,0.246056701,6.88,2.55,5,2,5617,1404.25,NN|VB
3284,LABEL,story,562.2424242,627.875,33,32,3,0,5,220.78,4.05,4,2079.75,NN,,,,0.161480465,0.202065378,6.88,2.55,5,2,5617,1404.25,NN|VB
3285,LABYRINTH,make,578.65625,755.7666667,32,30,3,0,4,1387.75,4.85,17,969.67,VB|NN,,,,0.101974931,0.140207643,0.8,1.62,9,0,17267,2158.38,NN
3286,LABYRINTH,maze,780.88,661.0322581,25,31,1,1,4,2.55,2.12,13,762.67,NN,synonym,0.465,0.37,0.201355493,26.86542459,0.8,1.62,9,0,17267,2158.38,NN
3287,LACE,shoelace,758.2962963,921.6428571,27,28,1,1,8,0.75,1.59,0,1354.86,NN,,0.103,0.01,0.165391661,20.26342452,3.71,2.28,4,12,5115,1705,NN|VB
3288,LACE,fish,685.1290323,626.15625,31,32,3,0,4,83.49,3.63,4,1618,NN|VB,,,,0.21861599,0.196721289,3.71,2.28,4,12,5115,1705,NN|VB
3289,LAGOON,sandwich,665.9090909,729.9666667,33,30,4,0,8,21.92,3.05,0,1474.14,NN|VB,,,,0.094855995,1.239161271,6,1.59,1.91,0,8696,1739.2,NN
3290,LAGOON,swamp,634.5333333,683.40625,30,32,2,1,5,8.98,2.66,3,670.75,NN|VB,category,0.053,0.23,0.115768791,3.57067059,6,1.59,1.91,0,8696,1739.2,NN
3291,LAMB,sheep,645.03125,618.2758621,32,29,1,1,5,13.43,2.84,7,1147,NN,category,0.333,0.53,0.080848921,7.707099395,10.63,2.73,4,5,3394,1131.33,NN
3292,LAMB,obsession,818.71875,721.59375,32,32,3,0,9,5.67,2.46,0,2185.75,NN,,,,0.02853361,0.06699989,10.63,2.73,4,5,3394,1131.33,NN
3293,LANDSCAPE,trees,652.7741935,649.40625,31,32,1,1,5,30.69,3.19,3,2897.25,NN,script,0.199,0.35,0.124777919,0.615942056,2.49,2.11,9,0,12895,1611.88,NN
3294,LANDSCAPE,simple,711.4545455,669.8387097,33,31,3,0,6,89.31,3.66,5,1531,JJ|NN,,,,0.20973621,0.079998458,2.49,2.11,9,0,12895,1611.88,NN
3295,LANE,highway,680.1935484,651.7096774,31,31,2,1,7,17.86,2.96,0,585.83,NN,perceptual property,0.047,0.72,0.198425942,1.371720247,4,33.41,3.23,18,7777,2592.33,NN
3296,LANE,smoke,608.6,634.3125,30,32,4,0,5,65.43,3.52,4,654.25,NN|VB,,,,0.060305055,0.120293169,4,33.41,3.23,18,7777,2592.33,NN
3297,LANGUAGE,english,617.5666667,605.28125,30,32,1,1,7,74.06,3.58,0,2495.5,JJ|NN,supraordinate,0.184,0.6,0.412428333,0.941988404,35.1,3.25,8,0,12230,1747.14,NN
3298,LANGUAGE,away,657.7096774,715.7,31,30,3,0,4,730.9,4.57,2,437.67,RB|minor,,,,0.038504065,0.005440566,35.1,3.25,8,0,12230,1747.14,NN
3299,LAP,embarrass,707.7777778,857.9642857,27,28,3,0,9,8.82,2.65,0,1486.75,VB,,,,0.057751313,0.167233463,13.47,2.84,3,18,2892,1446,NN|VB
3300,LAP,sit,564.1290323,684.5454545,31,33,1,1,3,311.35,4.2,16,1937.5,VB,action,0.176,0.51,0.052524793,0.689322277,13.47,2.84,3,18,2892,1446,NN|VB
3301,LAPEL,seek,688.0333333,586.8709677,30,31,3,0,4,18.31,2.97,11,988.33,VB,,,,0.022847752,0,0.49,1.42,5,1,6289,1572.25,NN
3302,LAPEL,collar,730.75,600.5483871,32,31,1,1,6,10.51,2.73,2,2074.4,NN|VB,synonym,0.149,0.42,0.064295786,38.51673481,0.49,1.42,5,1,6289,1572.25,NN
3303,LASER,beam,749.09375,673,32,28,1,1,4,8.73,2.65,9,1206,NN|VB,fpa,0.363,0.65,0.383841878,8.297791698,8.49,2.64,5,5,11664,2916,NN
3304,LASER,hello,713.2258065,622.28125,31,32,3,0,5,585.43,4.48,2,1642.25,minor|NN,,,,0.016453143,0.011889238,8.49,2.64,5,5,11664,2916,NN
3305,LASH,kids,674.375,592.137931,32,29,4,0,4,301.1,4.19,5,562.33,NN|VB,,,,0.005893739,0.098518887,4,1.67,1.93,13,4766,1588.67,NN|VB
3306,LASH,hurt,669,625.3,33,30,2,1,4,246.35,4.1,5,882.33,VB,unclassified,0.029,0.16,0.087726558,0.443674357,4,1.67,1.93,13,4766,1588.67,NN|VB
3307,LAST,chance,590.2580645,655.4193548,31,31,2,1,6,241.24,4.09,2,1835,NN|VB,fpa,0.016,0.47,0.115849608,0.226517817,4,723.1,4.57,14,7036,2345.33,JJ|NN|VB|RB
3308,LAST,virgin,658.875,776.7419355,32,31,4,0,6,18.84,2.98,1,1873,JJ|NN,,,,0.025594125,0,4,723.1,4.57,14,7036,2345.33,JJ|NN|VB|RB
3309,LASTING,butterfly,694.8387097,676.6060606,31,33,3,0,9,5.51,2.45,0,1855,NN|RB|JJ,,,,0.081109359,0.050670611,2.35,2.08,7,7,22627,3771.17,VB|NN
3310,LASTING,long,621.2727273,603.09375,33,32,1,1,4,675.16,4.54,7,3331.33,JJ|RB|NN|VB,bpa,0.259,0.37,0.266668509,0.167403216,2.35,2.08,7,7,22627,3771.17,VB|NN
3311,LATCH,key,609.4193548,655.28125,31,32,1,1,3,86.86,3.65,3,567,JJ|NN|VB,fpa,0.386,0.16,0.103083363,0.568995176,1.92,2,5,6,7956,1989,NN
3312,LATCH,motorcycle,751.5806452,690.46875,31,32,3,0,10,8.92,2.66,0,1185.89,NN,,,,0.096764274,0.06728596,1.92,2,5,6,7956,1989,NN
3313,LATE,early,662.969697,613.03125,33,32,1,1,5,108.04,3.74,0,1651.75,JJ|RB|NN,antonym,0.473,0.65,0.417575122,0.508116672,269.73,4.14,4,17,10595,3531.67,JJ|RB
3314,LATE,think,648.75,660.1612903,32,31,3,0,5,2691.39,5.14,4,2397.5,VB|NN,,,,0.131659394,0.069201016,269.73,4.14,4,17,10595,3531.67,JJ|RB
3316,LATIN,spanish,653.09375,662.8333333,32,30,2,1,7,22.16,3.05,0,1830.33,NN|JJ,category,0.223,0.48,0.357695926,1.073935574,5,11,2.75,1,17872,4468,NN
3317,LAUGH,cry,568.7666667,724.6875,30,32,1,1,3,65.65,3.52,6,715,NN|VB,antonym,0.479,0.5,0.597532915,2.778461454,62.86,3.51,5,0,3279,819.75,NN|VB
3318,LAUGH,ice,619.3125,551.8333333,32,30,3,0,3,79.55,3.61,4,1969.5,NN|VB,,,,0.083619547,0,62.86,3.51,5,0,3279,819.75,NN|VB
3319,LAUNCH,white,638.59375,777.3125,32,32,3,0,5,171.45,3.94,3,1972.5,JJ|NN,,,,0.014017981,0.03731666,19.96,3.01,6,2,7258,1451.6,NN|VB
3320,LAUNCH,rocket,597.2903226,647.2121212,31,33,1,1,6,11.84,2.78,7,1197.2,NN|VB,fpa,0.311,0.82,0.146829559,2.644830105,19.96,3.01,6,2,7258,1451.6,NN|VB
3321,LAUNDRY,referee,863.9545455,896.7037037,22,27,4,0,7,3.59,2.26,0,2855.67,NN,,,,0.115816984,0.149066478,7,19.06,2.99,0,7135,1189.17,NN
3322,LAUNDRY,soap,614.1935484,705.3225806,31,31,2,1,4,15.2,2.89,6,691.67,NN|VB,fpa,0.051,0.52,0.134430329,2.471876973,7,19.06,2.99,0,7135,1189.17,NN
3323,LAVA,volcano,774.9375,666.75,32,32,1,1,7,3.33,2.23,0,1288.33,NN,script,0.388,0.96,0.171257732,18.09925388,3.45,2.25,4,2,2869,956.33,NN
3324,LAVA,ticket,667.8,792.5172414,30,29,3,0,6,45.57,3.37,4,2052.6,NN|VB,,,,0.073101235,0.085988099,3.45,2.25,4,2,2869,956.33,NN
3325,LAW,cow,658.8571429,643.8484848,28,33,3,0,3,25.51,3.11,18,1579.5,NN|VB,,,,0.189376158,0.104641901,116.31,3.77,3,12,2245,1122.5,NN
3326,LAW,order,621.21875,583.7333333,32,30,1,1,5,156.57,3.9,1,3036.25,NN|VB,synonym,0.186,0.21,0.268442711,0.183506268,116.31,3.77,3,12,2245,1122.5,NN
3328,LAWN,chair,614.6875,718.21875,32,32,2,1,5,49.24,3.4,3,1097.5,NN|VB,fpa,0.033,0.28,0.143071822,0.731032808,4,12.35,2.8,6,2410,803.33,NN
3329,LAWSUIT,law,538.25,621.6129032,32,31,2,1,3,116.31,3.77,12,1122.5,NN,unclassified,0.014,0.43,0.076114654,0.397140255,7,6.1,2.49,0,5830,971.67,NN
3330,LAWSUIT,lawn,697,660.5666667,30,30,4,0,4,12.35,2.8,6,803.33,NN,,,,0.07404016,0.052085677,7,6.1,2.49,0,5830,971.67,NN
3331,LAWYER,lawsuit,632.6551724,676.4545455,29,33,2,1,7,6.1,2.49,0,971.67,NN,unclassified,0.02,0.67,0.060775522,0.932427938,6,79.51,3.61,1,8601,1720.2,NN
3332,LAWYER,gloves,782.2258065,671.0689655,31,29,4,0,6,16.24,2.92,4,1767.2,NN|VB,,,,0.16810096,0.087417427,6,79.51,3.61,1,8601,1720.2,NN
3333,LAY,television,698.0645161,727.09375,31,32,3,0,10,33.9,3.24,0,2484.78,NN,,,,0.022994114,0.247262495,58.24,3.47,3,17,2442,1221,VB
3334,LAY,down,580.4516129,597.7096774,31,31,1,1,4,1490.27,4.88,4,479.67,RB|minor|JJ|NN,fpa,0.223,0.52,0.130199465,0.299110416,58.24,3.47,3,17,2442,1221,VB
3335,LEAD,aluminum,702.8709677,932.1785714,31,28,2,1,8,2.25,2.06,0,1920.43,NN|JJ,category,0.014,0.42,0.152599345,0.095230137,4,83.25,3.63,12,6282,2094,VB|NN
3336,LEAD,order,766.40625,681.40625,32,32,4,0,5,156.57,3.9,1,3036.25,NN|VB,,,,0.074342494,0.061295696,4,83.25,3.63,12,6282,2094,VB|NN
3337,LEADER,follower,774.1034483,679.7307692,29,26,1,1,8,0.67,1.54,1,1758,NN,antonym,0.248,0.13,0.136604508,1.918736096,31.16,3.2,6,6,15045,3009,NN
3338,LEADER,fear,642.1,638.0645161,30,31,3,0,4,69.08,3.55,12,1783.67,NN|VB,,,,0.053140934,0.113465799,31.16,3.2,6,6,15045,3009,NN
3339,LEADERSHIP,clothes,631.625,667.6451613,32,31,4,0,7,101.14,3.71,1,1752.33,NN,,,,0.031876094,0.05436435,10,4.88,2.4,1,19421,2157.89,NN
3340,LEADERSHIP,follower,602.9375,758.7741935,32,31,2,1,8,0.67,1.54,1,1758,NN,unclassified,0.061,0.16,0.066306075,0.199807066,10,4.88,2.4,1,19421,2157.89,NN
3341,LEAF,flower,621.0645161,670.5454545,31,33,2,1,6,22.76,3.07,4,1854.8,NN|VB,perceptual property,0.012,0.33,0.356893067,1.729990628,4,5.2,2.42,6,5463,1821,NN|VB
3342,LEAF,add,643.0322581,604.875,31,32,4,0,3,33.06,3.23,6,628.5,VB,,,,0.172846475,0.082263361,4,5.2,2.42,6,5463,1821,NN|VB
3343,LEAGUE,football,654.25,632.0645161,32,31,2,1,8,37.53,3.28,0,1134.29,NN,bpa,0.022,0.68,0.222684349,3.253815135,6,18.63,2.98,0,6795,1359,NN
3344,LEAGUE,meaning,663.8,850.1612903,30,31,4,0,7,37.33,3.28,2,3228.5,NN|VB,,,,0.067289364,0.173949497,6,18.63,2.98,0,6795,1359,NN
3345,LEAK,drip,595.862069,703.4827586,29,29,1,1,4,5.12,2.42,3,1265.33,NN|VB,category,0.247,0.13,0.086529613,1.539988022,10.14,2.71,4,8,5562,1854,NN|VB
3346,LEAK,con,1000.857143,861.375,14,16,3,0,3,12.63,2.81,16,3539.5,NN|VB,,,,0.03187564,0.022139876,10.14,2.71,4,8,5562,1854,NN|VB
3347,LEAN,chip,702.4516129,749.4615385,31,26,3,0,4,20.61,3.02,8,1043,NN|VB,,,,0.042011395,0.040152475,10.37,2.72,4,11,8714,2904.67,JJ|VB|NN
3348,LEAN,skinny,641.2666667,674.0666667,30,30,1,1,6,13.98,2.85,0,1613.8,JJ,synonym,0.159,0.44,0.037968733,0.499711417,10.37,2.72,4,11,8714,2904.67,JJ|VB|NN
3349,LEARN,pepsi,831.36,826.3333333,25,27,3,0,5,,,,,NN,,,,0.099514062,0.083918366,118.57,3.78,5,1,8669,2167.25,VB
3350,LEARN,teach,560,870.7333333,32,30,1,1,5,72.84,3.57,4,2297.75,VB,antonym,0.178,0.65,0.509172628,0.610057678,118.57,3.78,5,1,8669,2167.25,VB
3351,LEASE,rent,562.1875,661.9090909,32,33,1,1,4,34.55,3.25,15,3792,NN|VB,category,0.349,0.69,0.061863213,3.934593644,6.27,2.51,5,5,8714,2178.5,NN|VB
3352,LEASE,small,599.3333333,654.0967742,33,31,3,0,5,124.96,3.8,3,1721.75,JJ|NN,,,,0.027437759,0,6.27,2.51,5,5,8714,2178.5,NN|VB
3353,LEAST,bath,637.125,586.2,32,30,3,0,4,31.12,3.2,11,2093.67,NN,,,,0.02741907,0,207.76,4.03,5,6,10248,2562,JJ|RB|NN
3354,LEAST,most,616.7777778,626.6206897,27,29,1,1,4,350.76,4.25,10,1791.33,RB|JJ,antonym,0.459,0.59,0,0.133507015,207.76,4.03,5,6,10248,2562,JJ|RB|NN
3355,LEAVE,come,601.0625,672.78125,32,32,1,1,4,3140.98,5.2,15,1810.33,VB|NN,antonym,0.194,0.61,0.400747826,0.092181537,560.71,4.46,5,3,7515,1878.75,VB|NN
3356,LEAVE,piano,741.3225806,601.6666667,31,30,3,0,5,24.86,3.1,0,1555.75,NN,,,,0.067986233,0.020532271,560.71,4.46,5,3,7515,1878.75,VB|NN
3358,LEAVES,toast,625.0322581,634.1666667,31,30,4,0,5,33.47,3.23,3,1700.75,NN|VB,,,,0.08978019,0.328321182,6,45.41,3.36,5,12004,2400.8,VB
3359,LEDGE,then,642.6129032,638.9310345,31,29,3,0,4,1489.53,4.88,7,2296,RB|JJ,,,,0.023244551,0,3.51,2.26,5,3,9250,2312.5,NN
3360,LEDGE,cliff,858.2666667,656.8275862,30,29,1,1,5,21.57,3.04,0,1058.25,NN,synonym,0.193,0.69,0.318241158,7.279387592,3.51,2.26,5,3,9250,2312.5,NN
3361,LEFT,right,681.7419355,600.6666667,31,30,1,1,5,4008.39,5.31,7,1125.75,NN|JJ|RB|VB,antonym,0.939,0.72,0.295019764,0.923188294,484.45,4.39,4,5,4023,1341,VB|NN|JJ
3362,LEFT,washer,730.1612903,759.6129032,31,31,3,0,6,2.04,2.02,3,2264.4,NN,,,,0.017895252,0.069548057,484.45,4.39,4,5,4023,1341,VB|NN|JJ
3363,LEG,walk,710.6666667,622.9375,30,32,2,1,4,215.86,4.04,5,1278,NN|VB,functional property,0.036,0.38,0.1675737,0.341764018,3,56.51,3.46,12,3850,1925,NN|VB
3364,LEG,done,646.6153846,730.3928571,26,28,4,0,4,485.04,4.39,17,2489.67,VB|NN,,,,0.07593885,0.571072389,3,56.51,3.46,12,3850,1925,NN|VB
3365,LEGAL,graph,736,671.4333333,30,30,3,0,5,0.75,1.59,1,1320.75,NN,,,,0.024019928,0.036639417,35.71,3.26,5,1,7528,1882,JJ|NN
3366,LEGAL,illegal,715.7096774,688.8387097,31,31,1,1,7,23.51,3.08,0,1765.33,JJ|NN,antonym,0.179,0.49,0.083727658,1.344924684,35.71,3.26,5,1,7528,1882,JJ|NN
3367,LEGEND,wedding,646.53125,632.3125,32,32,3,0,7,101.43,3.71,3,2977.67,NN|VB,,,,0.040957704,0.097014106,17.16,2.94,6,0,10639,2127.8,NN
3368,LEGEND,story,600.28125,638.1212121,32,33,1,1,5,220.78,4.05,4,2079.75,NN,supraordinate,0.148,0.37,0.281834818,0.419479353,17.16,2.94,6,0,10639,2127.8,NN
3369,LEGION,foreign,768.6774194,721.75,31,32,1,1,7,22.29,3.06,0,1543,JJ,bpa,0.159,0.14,0.07697792,1.164162531,2.47,2.1,6,2,11542,2308.4,NN
3370,LEGION,wheelchair,654.6,800.9259259,30,27,3,0,10,6.2,2.5,0,1006.22,NN,,,,0.002772137,0.409520869,2.47,2.1,6,2,11542,2308.4,NN
3371,LEGISLATURE,wander,721.2692308,776.25,26,24,4,0,6,5.86,2.48,7,2934.4,VB,,,,0.026856709,0,11,0.78,1.61,0,20452,2045.2,NN
